HCPCS,MOD,DESCRIPTION,STATUS CODE,NOT USED FOR MEDICARE PAYMENT,WORK RVU,NON-FAC PE RVU,NON-FAC NA INDICATOR,FACILITY PE RVU,FACILITY NA INDICATOR,MP RVU,NON-FACILITY TOTAL,FACILITY TOTAL,PCTC IND,GLOB DAYS,PRE OP,INTRA OP,POST OP,MULT PROC,BILAT SURG,ASST SURG,CO-SURG,TEAM SURG,PRIC IND,ENDO BASE,CONV FACTOR,"PHYSICIAN
SUPERVISION OF
DIAGNOSTIC PROCEDURES",CALCULATION FLAG,"DIAGNOSTIC
IMAGING
FAMILY INDICATOR","PE USED
FOR OPPS
PAYMENT AMOUNT","PE USED
FOR OPPS
PAYMENT AMOUNT","MP USED
FOR OPPS
PAYMENT AMOUNT",NON-FACILITY TOTAL PRICE,FACILITY TOTAL PRICE
61576,,Skull base/brainstem surgery,A,,53.93,48.90,NA,48.90,,22.75,125.58,125.58,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,4194.485022,4194.485022
61580,,Craniofacial approach skull,A,,33.65,25.75,NA,25.75,,7.02,66.42,66.42,0,090,0.11,0.76,0.13,2,1,1,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2218.487778,2218.487778
61581,,Craniofacial approach skull,A,,38.15,26.93,NA,26.93,,5.57,70.65,70.65,0,090,0.11,0.76,0.13,2,1,1,2,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2359.773585,2359.773585
61582,,Craniofacial approach skull,A,,34.26,44.35,NA,44.35,,13.53,92.14,92.14,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,3077.558926,3077.558926
61583,,Craniofacial approach skull,A,,37.54,34.62,NA,34.62,,15.37,87.53,87.53,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2923.580777,2923.580777
61584,,Orbitocranial approach/skull,A,,36.76,33.67,NA,33.67,,14.34,84.77,84.77,0,090,0.11,0.76,0.13,2,1,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2831.394293,2831.394293
61585,,Orbitocranial approach/skull,A,,41.51,38.43,NA,38.43,,17.52,97.46,97.46,0,090,0.11,0.76,0.13,2,1,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,3255.251714,3255.251714
61586,,Resect nasopharynx skull,A,,26.79,40.91,NA,40.91,,11.32,79.02,79.02,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2639.339118,2639.339118
61590,,Infratemporal approach/skull,A,,45.86,24.78,NA,24.78,,9.17,79.81,79.81,0,090,0.11,0.76,0.13,2,1,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2665.725829,2665.725829
61591,,Infratemporal approach/skull,A,,45.84,26.12,NA,26.12,,11.25,83.21,83.21,0,090,0.11,0.76,0.13,2,1,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2779.288889,2779.288889
61592,,Orbitocranial approach/skull,A,,42.00,32.70,NA,32.70,,16.12,90.82,90.82,0,090,0.11,0.76,0.13,2,1,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,3033.469738,3033.469738
61595,,Transtemporal approach/skull,A,,32.90,24.06,NA,24.06,,8.49,65.45,65.45,0,090,0.11,0.76,0.13,2,1,1,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2186.088905,2186.088905
61596,,Transcochlear approach/skull,A,,38.44,18.52,NA,18.52,,5.60,62.56,62.56,0,090,0.11,0.76,0.13,2,1,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2089.560304,2089.560304
61597,,Transcondylar approach/skull,A,,39.80,32.18,NA,32.18,,16.81,88.79,88.79,0,090,0.11,0.76,0.13,2,1,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2965.665911,2965.665911
61598,,Transpetrosal approach/skull,A,,35.62,34.60,NA,34.60,,15.04,85.26,85.26,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2847.760734,2847.760734
61600,,Resect/excise cranial lesion,A,,29.26,21.58,NA,21.58,,6.49,57.33,57.33,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,1914.873597,1914.873597
61601,,Resect/excise cranial lesion,A,,30.36,29.56,NA,29.56,,11.95,71.87,71.87,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2400.522683,2400.522683
61605,,Resect/excise cranial lesion,A,,31.76,19.93,NA,19.93,,5.57,57.26,57.26,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,1912.535534,1912.535534
61606,,Resect/excise cranial lesion,A,,41.00,26.61,NA,26.61,,14.07,81.68,81.68,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2728.185512,2728.185512
61607,,Resect/excise cranial lesion,A,,39.91,23.47,NA,23.47,,11.26,74.64,74.64,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2493.043176,2493.043176
61608,,Resect/excise cranial lesion,A,,44.40,32.16,NA,32.16,,18.09,94.65,94.65,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,3161.395185,3161.395185
61611,,Transect artery sinus,A,,7.22,2.53,NA,2.53,,3.04,12.79,12.79,0,ZZZ,0.00,0.00,0.00,0,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,427.197511,427.197511
61613,,Remove aneurysm sinus,A,,43.90,33.63,NA,33.63,,18.54,96.07,96.07,0,090,0.11,0.76,0.13,2,1,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,3208.824463,3208.824463
61615,,Resect/excise lesion skull,A,,34.88,34.76,NA,34.76,,14.74,84.38,84.38,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,2818.367942,2818.367942
61616,,Resect/excise lesion skull,A,,45.57,32.19,NA,32.19,,16.71,94.47,94.47,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,3155.383023,3155.383023
61618,,Repair dura,A,,18.22,12.18,NA,12.18,,6.08,36.48,36.48,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,1218.464832,1218.464832
61619,,Repair dura,A,,21.55,16.21,NA,16.21,,9.11,46.87,46.87,0,090,0.11,0.76,0.13,2,0,2,1,2,9,,33.4009,09,0,99,0.00,0.00,0.00,1565.500183,1565.500183
61623,,Evasc temp balo artl occ h/n,A,,9.70,2.87,NA,2.87,,2.95,15.52,15.52,0,000,0.00,0.00,0.00,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,518.381968,518.381968
61624,,Tcat perm occls/embolj cns,A,,19.50,5.41,NA,5.41,,6.37,31.28,31.28,0,000,0.00,0.00,0.00,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1044.780152,1044.780152
61626,,Tcat perm occls/embol noncns,A,,14.93,272.48,,3.60,,4.05,291.46,22.58,0,000,0.00,0.00,0.00,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,9735.026314,754.192322
61630,,Balo angioplasty icr perq,R,,21.52,9.22,NA,9.22,,6.82,37.56,37.56,0,XXX,0.00,0.00,0.00,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1254.537804,1254.537804
61635,,Intracran angioplsty w/stent,R,,23.67,9.66,NA,9.66,,7.28,40.61,40.61,0,XXX,0.00,0.00,0.00,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1356.410549,1356.410549
61640,,Dilate ic vasospasm init,N,+,12.32,0.00,,0.00,,1.69,14.01,14.01,9,000,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,467.946609,467.946609
61641,,Dilat ic vspsm ea vsl sm ter,N,+,4.33,0.00,,0.00,,0.59,4.92,4.92,9,ZZZ,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,164.332428,164.332428
61642,,Dilat ic vspsm ea diff ter,N,+,8.66,0.00,,0.00,,1.18,9.84,9.84,9,ZZZ,0.00,0.00,0.00,9,9,9,9,9,9,,33.4009,09,0,99,0.00,0.00,0.00,328.664856,328.664856
61645,,Perq art m-thrombect &/nfs,A,,14.63,3.69,NA,3.69,,4.31,22.63,22.63,0,000,0.00,0.00,0.00,0,1,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,755.862367,755.862367
61650,,Evasc prlng admn rx agnt 1st,A,,9.75,2.73,NA,2.73,,3.19,15.67,15.67,0,000,0.00,0.00,0.00,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,523.392103,523.392103
61651,,Evasc prlng admn rx agnt add,A,,4.14,1.19,NA,1.19,,1.37,6.70,6.70,0,ZZZ,0.00,0.00,0.00,0,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,223.78603,223.78603
61680,,Intracranial vessel surgery,A,,31.74,20.93,NA,20.93,,13.42,66.09,66.09,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2207.465481,2207.465481
61682,,Intracranial vessel surgery,A,,61.82,28.89,NA,28.89,,25.54,116.25,116.25,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,3882.854625,3882.854625
61684,,Intracranial vessel surgery,A,,40.60,24.04,NA,24.04,,17.13,81.77,81.77,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2731.191593,2731.191593
61686,,Intracranial vessel surgery,A,,65.81,33.61,NA,33.61,,27.78,127.20,127.20,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,4248.59448,4248.59448
61690,,Intracranial vessel surgery,A,,30.56,20.12,NA,20.12,,12.90,63.58,63.58,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2123.629222,2123.629222
61692,,Intracranial vessel surgery,A,,53.23,28.09,NA,28.09,,22.47,103.79,103.79,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,3466.679411,3466.679411
61697,,Brain aneurysm repr complx,A,,61.82,32.05,NA,32.05,,26.02,119.89,119.89,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,4004.433901,4004.433901
61698,,Brain aneurysm repr complx,A,,67.89,34.34,NA,34.34,,28.66,130.89,130.89,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,4371.843801,4371.843801
61700,,Brain aneurysm repr simple,A,,49.35,26.72,NA,26.72,,20.06,96.13,96.13,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,3210.828517,3210.828517
61702,,Inner skull vessel surgery,A,,58.54,31.06,NA,31.06,,24.72,114.32,114.32,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,3818.390888,3818.390888
61703,,Clamp neck artery,A,,18.33,14.40,NA,14.40,,7.72,40.45,40.45,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1351.066405,1351.066405
61705,,Revise circulation to head,A,,37.15,22.07,NA,22.07,,15.67,74.89,74.89,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2501.393401,2501.393401
61708,,Revise circulation to head,A,,36.27,21.77,NA,21.77,,15.32,73.36,73.36,0,090,0.11,0.76,0.13,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2450.290024,2450.290024
61710,,Revise circulation to head,A,,30.51,18.68,NA,18.68,,12.88,62.07,62.07,0,090,0.11,0.76,0.13,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2073.193863,2073.193863
61711,,Fusion of skull arteries,A,,37.27,21.94,NA,21.94,,15.48,74.69,74.69,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2494.713221,2494.713221
61715,,Mrgfus strtctc ablt trgt icr,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,000,0.00,0.00,0.00,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,0,0
61715,26,Mrgfus strtctc ablt trgt icr,A,,18.48,12.98,,12.98,,7.10,38.56,38.56,1,000,0.00,0.00,0.00,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1287.938704,1287.938704
61715,TC,Mrgfus strtctc ablt trgt icr,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,000,0.00,0.00,0.00,2,0,0,0,0,9,,33.4009,03,0,99,0.00,0.00,0.00,0,0
61720,,Incise skull/brain surgery,A,,17.18,13.38,NA,13.38,,7.25,37.81,37.81,0,090,0.11,0.76,0.13,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1262.888029,1262.888029
61735,,Incise skull/brain surgery,A,,21.79,16.06,NA,16.06,,9.19,47.04,47.04,0,090,0.11,0.76,0.13,2,0,1,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1571.178336,1571.178336
61736,,Litt icr 1 traj 1 smpl les,A,,18.58,7.75,NA,7.75,,7.85,34.18,34.18,0,000,0.00,0.00,0.00,0,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1141.642762,1141.642762
61737,,Litt icr mlt trj mlt/cplx ls,A,,22.10,8.99,NA,8.99,,9.33,40.42,40.42,0,000,0.00,0.00,0.00,0,1,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1350.064378,1350.064378
61750,,Incise skull/brain biopsy,A,,19.33,14.03,NA,14.03,,8.12,41.48,41.48,0,090,0.11,0.76,0.13,2,0,1,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1385.469332,1385.469332
61751,,Brain biopsy w/ct/mr guide,A,,18.32,15.49,NA,15.49,,7.70,41.51,41.51,0,090,0.11,0.76,0.13,2,0,1,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1386.471359,1386.471359
61760,,Implant brain electrodes,A,,21.83,15.49,NA,15.49,,9.21,46.53,46.53,0,090,0.11,0.76,0.13,2,0,1,2,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1554.143877,1554.143877
61770,,Incise skull for treatment,A,,22.61,15.29,NA,15.29,,9.55,47.45,47.45,0,090,0.11,0.76,0.13,2,0,1,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1584.872705,1584.872705
61781,,Scan proc cranial intra,A,,3.66,1.27,NA,1.27,,1.51,6.44,6.44,0,ZZZ,0.00,0.00,0.00,0,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,215.101796,215.101796
61782,,Scan proc cranial extra,A,,3.10,0.76,NA,0.76,,0.46,4.32,4.32,0,ZZZ,0.00,0.00,0.00,0,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,144.291888,144.291888
61783,,Scan proc spinal,A,,3.66,1.24,NA,1.24,,1.31,6.21,6.21,0,ZZZ,0.00,0.00,0.00,0,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,207.419589,207.419589
61790,,Treat trigeminal nerve,A,,11.31,10.89,NA,10.89,,4.68,26.88,26.88,0,090,0.11,0.76,0.13,2,1,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,897.816192,897.816192
61791,,Treat trigeminal tract,A,,15.02,12.38,NA,12.38,,6.33,33.73,33.73,0,090,0.11,0.76,0.13,2,1,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1126.612357,1126.612357
61796,,Srs cranial lesion simple,A,,13.58,11.06,NA,11.06,,5.68,30.32,30.32,0,090,0.11,0.76,0.13,0,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1012.715288,1012.715288
61797,,Srs cran les simple addl,A,,3.39,1.18,NA,1.18,,1.42,5.99,5.99,0,ZZZ,0.00,0.00,0.00,0,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,200.071391,200.071391
61798,,Srs cranial lesion complex,A,,19.35,12.76,NA,12.76,,7.96,40.07,40.07,0,090,0.11,0.76,0.13,0,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1338.374063,1338.374063
61799,,Srs cran les complex addl,A,,4.69,1.63,NA,1.63,,1.93,8.25,8.25,0,ZZZ,0.00,0.00,0.00,0,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,275.557425,275.557425
61800,,Apply srs headframe add-on,A,,2.19,1.25,NA,1.25,,0.92,4.36,4.36,0,ZZZ,0.00,0.00,0.00,0,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,145.627924,145.627924
61850,,Implant neuroelectrodes,A,,13.01,11.15,NA,11.15,,5.48,29.64,29.64,0,090,0.11,0.76,0.13,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,990.002676,990.002676
61860,,Implant neuroelectrodes,A,,21.70,14.97,NA,14.97,,9.17,45.84,45.84,0,090,0.11,0.76,0.13,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1531.097256,1531.097256
61863,,Implant neuroelectrode,A,,20.19,16.07,NA,16.07,,8.53,44.79,44.79,0,090,0.11,0.76,0.13,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1496.026311,1496.026311
61864,,Implant neuroelectrde addl,A,,4.38,1.54,NA,1.54,,1.84,7.76,7.76,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,259.190984,259.190984
61867,,Implant neuroelectrode,A,,32.20,20.26,NA,20.26,,13.60,66.06,66.06,0,090,0.11,0.76,0.13,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2206.463454,2206.463454
61868,,Implant neuroelectrde addl,A,,7.71,2.70,NA,2.70,,3.24,13.65,13.65,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,455.922285,455.922285
61880,,Revise/remove neuroelectrode,A,,6.78,8.93,NA,8.93,,2.84,18.55,18.55,0,090,0.11,0.76,0.13,2,1,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,619.586695,619.586695
61885,,Insrt/redo neurostim 1 array,A,,5.90,8.42,NA,8.42,,2.37,16.69,16.69,0,090,0.11,0.76,0.13,2,1,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,557.461021,557.461021
61886,,Implant neurostim arrays,A,,9.68,14.17,NA,14.17,,4.03,27.88,27.88,0,090,0.11,0.76,0.13,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,931.217092,931.217092
61888,,Revise/remove neuroreceiver,A,,5.10,4.93,NA,4.93,,2.04,12.07,12.07,0,010,0.10,0.80,0.10,2,1,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,403.148863,403.148863
61889,,Ins sk-mnt crnl nstm pg/rcvr,A,,25.11,16.68,NA,16.68,,10.61,52.40,52.40,0,090,0.11,0.76,0.13,2,1,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1750.20716,1750.20716
61891,,Rev/rplcmt sk-mnt crnl nstm,A,,10.97,9.84,NA,9.84,,4.26,25.07,25.07,0,090,0.11,0.76,0.13,2,1,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,837.360563,837.360563
61892,,Rmv sk-mnt crnl nstm pg/rcvr,A,,14.63,12.03,NA,12.03,,6.16,32.82,32.82,0,090,0.11,0.76,0.13,2,1,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1096.217538,1096.217538
62000,,Treat skull fracture,A,,13.58,11.86,NA,11.86,,5.72,31.16,31.16,0,090,0.11,0.76,0.13,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1040.772044,1040.772044
62005,,Treat skull fracture,A,,17.19,13.38,NA,13.38,,7.26,37.83,37.83,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1263.556047,1263.556047
62010,,Treatment of head injury,A,,20.89,15.74,NA,15.74,,8.81,45.44,45.44,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1517.736896,1517.736896
62100,,Repair brain fluid leakage,A,,22.94,13.23,NA,13.23,,7.43,43.60,43.60,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1456.27924,1456.27924
62115,,Reduction of skull defect,A,,22.34,18.57,NA,18.57,,9.42,50.33,50.33,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1681.067297,1681.067297
62117,,Reduction of skull defect,A,,27.64,17.73,NA,17.73,,11.70,57.07,57.07,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1906.189363,1906.189363
62120,,Repair skull cavity lesion,A,,23.98,30.10,NA,30.10,,10.13,64.21,64.21,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2144.671789,2144.671789
62121,,Incise skull repair,A,,22.45,14.52,NA,14.52,,5.94,42.91,42.91,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1433.232619,1433.232619
62140,,Crnop skull defect<5 cm diam,A,,14.19,10.22,NA,10.22,,4.90,29.31,29.31,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,978.980379,978.980379
62141,,Crnop skull defect>5 cm diam,A,,15.67,11.76,NA,11.76,,5.97,33.40,33.40,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1115.59006,1115.59006
62142,,Rmvl b1 flp/prostc plate skl,A,,11.53,10.81,NA,10.81,,4.64,26.98,26.98,0,090,0.11,0.76,0.13,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,901.156282,901.156282
62143,,Rpl b1 flp/prostc plate skl,A,,13.80,11.79,NA,11.79,,5.63,31.22,31.22,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1042.776098,1042.776098
62145,,Repair of skull & brain,A,,19.59,13.57,NA,13.57,,7.74,40.90,40.90,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1366.09681,1366.09681
62146,,Crnop w/autograft<5 cm diam,A,,16.85,13.27,NA,13.27,,7.10,37.22,37.22,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1243.181498,1243.181498
62147,,Crnop w/autograft>5 cm diam,A,,20.15,12.79,NA,12.79,,7.85,40.79,40.79,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1362.422711,1362.422711
62148,,Retr bone flap to fix skull,A,,1.95,0.68,NA,0.68,,0.82,3.45,3.45,0,ZZZ,0.00,0.00,0.00,0,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,115.233105,115.233105
62160,,Neuroendoscopy add-on,A,,2.93,1.02,NA,1.02,,1.21,5.16,5.16,0,ZZZ,0.00,0.00,0.00,0,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,172.348644,172.348644
62161,,Dissect brain w/scope,A,,20.70,15.65,NA,15.65,,8.64,44.99,44.99,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1502.706491,1502.706491
62162,,Remove colloid cyst w/scope,A,,26.13,18.31,NA,18.31,,11.05,55.49,55.49,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1853.415941,1853.415941
62164,,Remove brain tumor w/scope,A,,28.69,20.85,NA,20.85,,12.13,61.67,61.67,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,2059.833503,2059.833503
62165,,Remove pituit tumor w/scope,A,,22.65,12.66,NA,12.66,,6.62,41.93,41.93,0,090,0.11,0.76,0.13,2,0,0,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1400.499737,1400.499737
62180,,Establish brain cavity shunt,A,,22.02,15.79,NA,15.79,,9.28,47.09,47.09,0,090,0.11,0.76,0.13,2,0,2,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1572.848381,1572.848381
62190,,Establish brain cavity shunt,A,,11.87,11.51,NA,11.51,,4.99,28.37,28.37,0,090,0.11,0.76,0.13,2,0,1,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,947.583533,947.583533
62192,,Establish brain cavity shunt,A,,13.02,11.91,NA,11.91,,5.48,30.41,30.41,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1015.721369,1015.721369
62194,,Replace/irrigate catheter,A,,5.64,7.78,NA,7.78,,2.35,15.77,15.77,0,010,0.10,0.80,0.10,2,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,526.732193,526.732193
62200,,Establish brain cavity shunt,A,,18.81,13.96,NA,13.96,,7.93,40.70,40.70,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1359.41663,1359.41663
62201,,Brain cavity shunt w/scope,A,,15.64,14.53,NA,14.53,,6.55,36.72,36.72,0,090,0.11,0.76,0.13,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1226.481048,1226.481048
62220,,Establish brain cavity shunt,A,,13.75,9.96,NA,9.96,,5.32,29.03,29.03,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,969.628127,969.628127
62223,,Establish brain cavity shunt,A,,13.70,11.87,NA,11.87,,5.07,30.64,30.64,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,1023.403576,1023.403576
62225,,Replace/irrigate catheter,A,,6.04,8.58,NA,8.58,,2.51,17.13,17.13,0,090,0.11,0.76,0.13,2,0,1,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,572.157417,572.157417
62230,,Replace/revise brain shunt,A,,11.14,9.63,NA,9.63,,4.36,25.13,25.13,0,090,0.11,0.76,0.13,2,0,2,1,0,9,,33.4009,09,0,99,0.00,0.00,0.00,839.364617,839.364617
62252,,Csf shunt reprogram,A,,0.72,2.11,,2.11,NA,0.28,3.11,3.11,1,XXX,0.00,0.00,0.00,0,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,103.876799,103.876799
62252,26,Csf shunt reprogram,A,,0.72,0.49,,0.49,,0.27,1.48,1.48,1,XXX,0.00,0.00,0.00,0,0,0,0,0,9,,33.4009,09,0,99,0.00,0.00,0.00,49.433332,49.433332
62252,TC,Csf shunt reprogram,A,,0.00,1.62,,1.62,NA,0.01,1.63,1.63,1,XXX,0.00,0.00,0.00,0,0,0,0,0,9,,33.4009,03,0,99,0.00,0.00,0.00,54.443467,54.443467
